timestamp,TGS2611-5.65mapped,TGS2611-5.65slave,TGS2611-5.65master
152.00000000000006,38.27368554295617,46.89,38.08
154.00000000000006,38.18569721540769,46.78,38.08
156.00000000000006,38.187223599678774,46.78,38.08
158.00000000000006,38.35964170651446,46.99,38.08
160.00000000000006,38.450682802605094,47.1,38.16
162.00000000000006,38.533586197621226,47.2,38.16
164.00000000000006,38.53511258189231,47.2,38.23
166.00000000000006,38.62615367798294,47.31,38.08
168.00000000000006,38.709057072999066,47.41,38.23
170.00000000000006,38.80009816908971,47.52,38.23
172.00000000000006,38.80162455336078,47.52,38.3
174.00000000000006,38.80315093763186,47.52,38.38
176.00000000000006,38.80467732190294,47.52,38.3
178.00000000000006,38.806203706174024,47.52,38.46
180.00000000000006,38.8077300904451,47.52,38.53
182.00000000000006,38.80925647471618,47.52,38.61
184.00000000000006,38.81078285898726,47.52,38.46
186.00000000000006,38.81230924325834,47.52,38.46
188.00000000000006,38.72432091570986,47.41,38.46
190.00000000000006,38.815362011800495,47.52,38.68
192.00000000000006,38.89826540681662,47.62,38.68
194.00000000000006,38.8997917910877,47.62,38.76
196.00000000000006,39.080347598997896,47.84,38.84
198.00000000000006,39.08187398326898,47.84,38.99
200.00000000000006,38.9938856557205,47.73,38.91
202.00000000000006,38.99541203999158,47.73,38.91
204.00000000000006,38.99693842426265,47.73,38.99
206.00000000000006,38.99846480853373,47.73,38.99
208.00000000000006,38.99999119280481,47.73,38.99
210.00000000000006,39.001517577075894,47.73,38.99
212.00000000000006,38.913529249527414,47.62,39.07
214.00000000000006,39.00457034561805,47.73,38.99
216.00000000000006,38.916582018069576,47.62,38.91
218.00000000000006,39.00762311416021,47.73,38.91
220.00000000000006,39.00914949843129,47.73,38.91
222.00000000000006,39.010675882702365,47.73,38.76
224.00000000000006,39.012202266973446,47.73,38.84
226.00000000000006,38.92421393942497,47.62,38.76
228.00000000000006,38.844363312951,47.52,38.68
230.00000000000006,38.845889697222084,47.52,38.76
232.00000000000006,38.847416081493165,47.52,38.76
234.00000000000006,38.848942465764246,47.52,38.84
236.00000000000006,38.85046885003532,47.52,38.91
238.00000000000006,38.8519952343064,47.52,38.84
240.00000000000006,38.85352161857748,47.52,38.76
242.00000000000006,38.85504800284856,47.52,38.76
244.00000000000006,38.85657438711964,47.52,38.76
246.00000000000006,38.85810077139072,47.52,38.84
248.00000000000006,38.77011244384224,47.41,38.99
250.00000000000006,38.86115353993288,47.52,38.84
252.00000000000006,38.7731652123844,47.41,38.91
254.00000000000006,38.86420630847503,47.52,38.84
256.00000000000006,38.77621798092655,47.41,38.84
258.00000000000006,38.777744365197634,47.41,38.76
260.00000000000006,38.779270749468715,47.41,38.76
262.00000000000006,38.699420122994745,47.31,38.84
264.00000000000006,38.700946507265826,47.31,38.91
266.00000000000006,38.70247289153691,47.31,38.99
268.00000000000006,38.70399927580799,47.31,38.99
270.00000000000006,38.61601094825951,47.2,38.99
272.00000000000006,38.61753733253059,47.2,38.91
274.00000000000006,38.61906371680167,47.2,38.84
276.00000000000006,38.5392130903277,47.1,38.84
278.00000000000006,38.622116485343824,47.2,38.91
280.00000000000006,38.623642869614905,47.2,38.84
282.00000000000006,38.71468396570554,47.31,38.84
284.00000000000006,38.71621034997662,47.31,38.84
286.00000000000006,38.799113744992745,47.41,38.76
288.00000000000006,38.71926311851878,47.31,38.76
290.00000000000006,38.720789502789856,47.31,38.91
292.00000000000006,38.80369289780598,47.41,38.91
294.00000000000006,38.80521928207706,47.41,38.84
296.00000000000006,38.7253686556031,47.31,38.76
298.00000000000006,38.72689503987418,47.31,38.76
300.00000000000006,38.6389067123257,47.2,38.61
302.00000000000006,38.729947808416334,47.31,38.76
304.00000000000006,38.731474192687415,47.31,38.76
306.00000000000006,38.9038922995231,47.52,38.76
308.00000000000006,38.90541868379418,47.52,38.68
310.00000000000006,38.906945068065255,47.52,38.61
312.00000000000006,38.908471452336336,47.52,38.61
314.00000000000006,38.90999783660742,47.52,38.68
316.00000000000006,38.9115242208785,47.52,38.61
318.00000000000006,38.91305060514958,47.52,38.61
320.00000000000006,38.91457698942065,47.52,38.61
322.00000000000006,38.91610337369173,47.52,38.68
324.00000000000006,38.99900676870786,47.62,38.68
326.00000000000006,38.919156142233895,47.52,38.76
328.00000000000006,38.920682526504976,47.52,38.76
330.00000000000006,38.92220891077605,47.52,38.76
332.00000000000006,38.92373529504713,47.52,38.76
334.00000000000006,39.006638690063255,47.62,38.76
336.00000000000006,38.92678806358929,47.52,38.76
338.00000000000006,39.00969145860542,47.62,38.76
340.00000000000006,39.0112178428765,47.62,38.91
342.00000000000006,39.01274422714757,47.62,38.99
344.00000000000006,39.01427061141865,47.62,38.91
346.00000000000006,39.01579699568973,47.62,39.07
348.00000000000006,39.017323379960814,47.62,38.91
350.00000000000006,39.01884976423189,47.62,38.99
352.00000000000006,38.849484425938364,47.41,38.99
354.00000000000006,38.940525522029006,47.52,38.99
356.00000000000006,38.94205190630009,47.52,38.84
358.00000000000006,38.94357829057116,47.52,38.84
360.00000000000006,38.94510467484224,47.52,38.84
362.00000000000006,38.94663105911332,47.52,38.76
364.00000000000006,38.85864273156484,47.41,38.91
366.00000000000006,38.860169115835916,47.41,38.84
368.00000000000006,38.861695500107,47.41,38.68
370.00000000000006,38.781844873633034,47.31,38.68
372.00000000000006,38.86474826864916,47.41,38.61
374.00000000000006,38.86627465292024,47.41,38.68
376.00000000000006,38.86780103719131,47.41,38.61
378.00000000000006,38.869327421462394,47.41,38.61
380.00000000000006,38.870853805733475,47.41,38.76
382.00000000000006,38.872380190004556,47.41,38.61
384.00000000000006,38.792529563530586,47.31,38.76
386.00000000000006,38.79405594780167,47.31,38.68
388.00000000000006,38.79558233207275,47.31,38.76
390.00000000000006,38.79710871634383,47.31,38.76
392.00000000000006,38.7986351006149,47.31,38.84
394.00000000000006,38.80016148488598,47.31,38.84
396.00000000000006,38.88306487990211,47.41,38.76
398.00000000000006,38.803214253428145,47.31,38.68
400.00000000000006,38.804740637699226,47.31,38.68
402.00000000000006,38.88764403271535,47.41,38.76
404.00000000000006,38.889170416986424,47.41,38.84
406.00000000000006,38.890696801257505,47.41,38.84
408.00000000000006,38.892223185528586,47.41,38.76
410.00000000000006,38.89374956979967,47.41,38.76
412.00000000000006,38.89527595407075,47.41,38.84
414.00000000000006,38.81542532759678,47.31,38.76
416.00000000000006,38.727437000048305,47.2,38.68
418.00000000000006,38.64758637357433,47.1,38.76
420.00000000000006,38.559598046025855,46.99,38.84
422.00000000000006,38.561124430296935,46.99,38.84
424.00000000000006,38.65216552638757,47.1,38.76
426.00000000000006,38.56417719883909,46.99,38.68
428.00000000000006,38.56570358311017,46.99,38.68
430.00000000000006,38.656744679200806,47.1,38.68
432.00000000000006,38.65827106347189,47.1,38.76
434.00000000000006,38.74117445848802,47.2,38.76
436.00000000000006,38.7427008427591,47.2,38.68
438.00000000000006,38.74422722703017,47.2,38.76
440.00000000000006,38.57486188873665,46.99,38.76
442.00000000000006,38.57638827300773,46.99,38.84
444.00000000000006,38.577914657278804,46.99,38.76
446.00000000000006,38.579441041549885,46.99,38.84
448.00000000000006,38.580967425820965,46.99,38.84
450.00000000000006,38.582493810092046,46.99,38.76
452.00000000000006,38.67353490618268,47.1,38.68
454.00000000000006,38.675061290453755,47.1,38.76
456.00000000000006,38.676587674724836,47.1,38.76
458.00000000000006,38.75949106974097,47.2,38.76
460.00000000000006,38.76101745401205,47.2,38.76
462.00000000000006,38.76254383828313,47.2,38.76
464.00000000000006,38.76407022255421,47.2,38.76
466.00000000000006,38.765596606825284,47.2,38.84
468.00000000000006,38.767122991096365,47.2,38.84
470.00000000000006,38.768649375367445,47.2,38.91
472.00000000000006,38.770175759638526,47.2,38.99
474.00000000000006,38.86121685572916,47.31,38.91
476.00000000000006,38.77322852818068,47.2,38.99
478.00000000000006,38.69337790170671,47.1,39.15
480.00000000000006,38.77628129672284,47.2,39.22
482.00000000000006,38.777807680993924,47.2,39.22
484.00000000000006,38.69795705451995,47.1,39.22
486.00000000000006,38.78086044953608,47.2,39.3
488.00000000000006,38.78238683380716,47.2,39.3
490.00000000000006,38.78391321807824,47.2,39.3
492.00000000000006,38.874954314168875,47.31,39.15
494.00000000000006,38.87648069843995,47.31,39.15
496.00000000000006,38.95938409345608,47.41,39.07
498.00000000000006,38.960910477727154,47.41,38.99
500.00000000000006,38.962436861998235,47.41,38.99
502.00000000000006,38.963963246269316,47.41,38.99
504.00000000000006,38.79459790797579,47.2,38.91
506.00000000000006,38.79612429224687,47.2,38.91
508.00000000000006,38.797650676517954,47.2,38.99
510.00000000000006,38.88869177260859,47.31,38.91
512.0000000000001,38.80070344506011,47.2,38.84
514.0000000000001,38.80222982933119,47.2,38.84
516.0000000000001,38.893270925421824,47.31,38.84
518.0000000000001,38.894797309692905,47.31,38.76
520.0000000000001,38.896323693963986,47.31,38.76
522.0000000000001,38.97922708898011,47.41,38.53
524.0000000000001,38.98075347325119,47.41,38.68
526.0000000000001,38.982279857522265,47.41,38.76
528.0000000000001,38.983806241793346,47.41,38.68
530.0000000000001,38.98533262606443,47.41,38.84
532.0000000000001,38.98685901033551,47.41,38.76
534.0000000000001,38.90700838386154,47.31,38.76
536.0000000000001,38.819020056313065,47.2,38.61
538.0000000000001,38.820546440584145,47.2,38.68
540.0000000000001,38.82207282485522,47.2,38.68
542.0000000000001,38.8235992091263,47.2,38.61
544.0000000000001,38.82512559339738,47.2,38.61
546.0000000000001,38.82665197766846,47.2,38.76
548.0000000000001,38.828178361939536,47.2,38.76
550.0000000000001,38.829704746210616,47.2,38.84
552.0000000000001,38.8312311304817,47.2,38.84
554.0000000000001,38.83275751475278,47.2,38.84
556.0000000000001,38.83428389902386,47.2,38.91
558.0000000000001,38.75443327254988,47.1,38.91
560.0000000000001,38.837336667566014,47.2,38.76
562.0000000000001,38.92837776365665,47.31,38.76
564.0000000000001,38.92990414792773,47.31,38.76
566.0000000000001,38.93143053219881,47.31,38.76
568.0000000000001,39.014333927214935,47.41,38.76
570.0000000000001,39.015860311486016,47.41,38.76
572.0000000000001,38.936009685012046,47.31,38.68
574.0000000000001,38.84802135746357,47.2,38.76
576.0000000000001,38.768170730989596,47.1,38.76
578.0000000000001,38.68018240344112,46.99,38.61
580.0000000000001,38.6817087877122,46.99,38.68
582.0000000000001,38.601858161238226,46.89,38.76
584.0000000000001,38.68476155625436,46.99,38.76
586.0000000000001,38.68628794052544,46.99,38.84
588.0000000000001,38.68781432479652,46.99,38.99
590.0000000000001,38.778855420887155,47.1,39.15
592.0000000000001,38.861758815903286,47.2,39.22
594.0000000000001,38.86328520017437,47.2,39.22
596.0000000000001,38.86481158444544,47.2,39.15
598.0000000000001,38.86633796871652,47.2,39.3
