1695,31.685054,81.412985
7640,4655350,1944157,549457,3810209,8148729,8150104,7343199,31.725338,81.184100
7650,4655278,1944078,549414,3810020,8148575,8150021,7343256,31.624628,81.185626
7660,4655184,1944105,549456,3810082,8148526,8149751,7343475,31.685054,81.193256
7670,4655057,1944086,549425,3810257,8148670,8150130,7343694,31.705196,81.133745
7680,4654855,1944058,549505,3810098,8148601,8149852,7343557,31.664912,81.202411
7690,4654795,1943777,549481,3810386,8148577,8149819,7344097,31.685054,81.132219
7700,4654606,1943845,549439,3810167,8148597,8150005,7343895,31.685054,81.156634
7710,4654382,1943837,549388,3810259,8148400,8149955,7343685,31.664912,81.129168
7720,4654598,1943860,549483,3810181,8148537,8149977,7343438,31.584344,81.095598
7730,4654472,1943714,549387,3810142,8148623,8149996,7343770,31.624628,81.136797
7740,4654108,1943475,549365,3810119,8148960,8149966,7343497,31.705196,81.121538
7750,4654049,1943491,549399,3809969,8148500,8149831,7343798,31.644770,81.164263
7760,4653855,1943450,549410,3810315,8148758,8150158,7343900,31.624628,81.136797
7770,4653753,1943486,549499,3810095,8148616,8149946,7343551,31.705196,81.084916
7780,4653671,1943475,549395,3810022,8148445,8149971,7343845,31.685054,81.095598
7790,4653697,1943289,549441,3810156,8148815,8149844,7344005,31.685054,81.071183
7800,4653345,1943297,549479,3810362,8148602,8149892,7344300,31.705196,81.109331
7810,4653322,1942975,549434,3810255,8148889,8150129,7344484,31.685054,81.095598
7820,4653258,1942945,549402,3810300,8148354,8149740,7344011,31.685054,81.083391
7830,4653192,1943125,549450,3810591,8148731,8150001,7343742,31.644770,81.078813
7840,4652839,1942970,549467,3810342,8148418,8149777,7343738,31.664912,81.043717
7850,4652765,1942811,549416,3810335,8148613,8149575,7343942,31.664912,81.068132
7860,4652760,1942660,549378,3810320,8148653,8150062,7344278,31.705196,81.084916
7870,4652582,1942748,549459,3810177,8148590,8149943,7344382,31.745480,81.089494
7880,4652335,1942778,549483,3810521,8148559,8149856,7344222,31.644770,81.042191
7890,4652211,1942662,549377,3810353,8148814,8150073,7344531,31.725338,81.062028
7900,4652303,1942574,549419,3810246,8148427,8149787,7344208,31.705196,81.048295
7910,4652116,1942626,549409,3810077,8148599,8150036,7344350,31.644770,81.042191
7920,4651917,1942629,549450,3810426,8148228,8149813,7344110,31.685054,81.022354
7930,4651869,1942365,549412,3810342,8148538,8149898,7344583,31.725338,81.013199
7940,4651845,1942399,549443,3810063,8148631,8149785,7344357,31.644770,81.029984
7950,4651728,1942157,549466,3810382,8148700,8150010,7344330,31.705196,81.011673
7960,4651577,1942430,549431,3810214,8148726,8150090,7344179,31.624628,81.026932
7970,4651385,1942320,549448,3810080,8148582,8149878,7344861,31.624628,80.978103
7980,4651202,1942268,549463,3810216,8148520,8149629,7344657,31.685054,80.985733
7990,4650951,1941980,549422,3810030,8148525,8149915,7345468,31.644770,80.981155
8000,4651205,1941946,549510,3810352,8148734,8149867,7345384,31.624628,80.978103
8010,4650863,1941790,549441,3810160,8148449,8149863,7345734,31.644770,80.956741
8020,4650780,1941836,549413,3810445,8148469,8149998,7345502,31.624628,80.941482
8030,4650499,1941757,549385,3810326,8148549,8149990,7345295,31.705196,80.938430
8040,4650662,1941865,549457,3810369,8148560,8150094,7346039,31.644770,80.956741
8050,4650247,1941657,549416,3810420,8148583,8150223,7345538,31.725338,80.988785
8060,4650038,1941493,549360,3810039,8148515,8149857,7345060,31.624628,80.904860
8070,4650167,1941579,549492,3810218,8148652,8149717,7345199,31.705196,80.914015
8080,4649730,1941300,549454,3810281,8148340,8149646,7345047,31.624628,80.880446
8090,4649840,1941369,549452,3810402,8148761,8150060,7345216,31.685054,80.912490
8100,4649717,1941487,549455,3810253,8148195,8149558,7344836,31.604486,80.878920
8110,4649635,1941334,549485,3810561,8148529,8150102,7345227,31.604486,80.842298
8120,4649525,1941434,549413,3810370,8148477,8149933,7345591,31.664912,80.909438
8130,4649204,1941249,549409,3810468,8148549,8149947,7345123,31.664912,80.897230
8140,4649385,1941060,549377,3810538,8148760,8150101,7345221,31.664912,80.872816
8150,4648982,1941087,549443,3810201,8148564,8149976,7345288,31.664912,80.860609
8160,4648782,1941021,549393,3810063,8148732,8149874,7345454,31.685054,80.851453
8170,4648817,1940920,549444,3810561,8148659,8149935,7345648,31.705196,80.840772
8180,4648604,1940938,549443,3810670,8148544,8149795,7345287,31.644770,80.822461
8190,4648460,1940703,549443,3810670,8148730,8149918,7345276,31.664912,80.799573
8200,4648470,1940728,549473,3810438,8148363,8149596,7345627,31.705196,80.804150
8210,4648250,1940559,549459,3810065,8148127,8149695,7345911,31.685054,80.827039
8220,4647986,1940546,549496,3810142,8148432,8149813,7345534,31.664912,80.799573
8230,4648004,1940310,549438,3810346,8148454,8149781,7345598,31.644770,80.798047
8240,4648016,1940297,549461,3810337,8148624,8149822,7346108,31.604486,80.793469
8250,4647861,1940487,549424,3810440,8148559,8149753,7345625,31.685054,80.753796
8260,4647397,1940308,549442,3810195,8148440,8149782,7345833,31.725338,80.756847
8270,4647220,1940347,549388,3810174,8148719,8149800,7345788,31.664912,80.762951
8280,4647138,1940329,549427,3810128,8148420,8149835,7346018,31.624628,80.758373
8290,4647217,1940282,549433,3810232,8148810,8149872,7345799,31.644770,80.724804
8300,4647056,1939984,549520,3810502,8148290,8149551,7345365,31.705196,80.730907
8310,4646849,1939937,549398,3810370,8148393,8149752,7345585,31.604486,80.683604
8320,4646800,1939960,549468,3810658,8148603,8149883,7345959,31.685054,80.729381
8330,4646509,1940042,549443,3810727,8148664,8149878,7345812,31.705196,80.718700
8340,4646160,1940056,549472,3810320,8148517,8150069,7346224,31.664912,80.701915
8350,4646193,1939877,549438,3810456,8148552,8149754,7346382,31.705196,80.694285
8360,4646046,1939578,549417,3810426,8148490,8149885,7346721,31.705196,80.669871
8370,4646058,1939562,549438,3810646,8148425,8149917,7346757,31.664912,80.689708
8380,4646089,1939495,549448,3810447,8148368,8149796,7346318,31.685054,80.668345
8390,4645795,1939464,549424,3810482,8148662,8150123,7346835,31.745480,80.662242
8400,4645863,1939260,549412,3810583,8148619,8149843,7346398,31.705196,80.657664
8410,4645708,1939265,549426,3810569,8148644,8149757,7346498,31.644770,80.651560
8420,4645362,1939441,549396,3810577,8148805,8149748,7346045,31.664912,80.665293
8430,4645528,1939183,549483,3810488,8148283,8149702,7345893,31.745480,80.637827
8440,4645153,1939219,549469,3810559,8148639,8150000,7346350,31.765621,80.663767
8450,4645185,1939061,549462,3810494,8148311,8149890,7345969,31.685054,80.607309
8460,4644979,1939302,549509,3810594,8148378,8149898,7346559,31.644770,80.627146
8470,4644862,1939093,549479,3810800,8148626,8150005,7346156,31.624628,80.624094
8480,4644679,1938920,549442,3810476,8148409,8149629,7346580,31.685054,80.607309
8490,4644576,1938823,549388,3810410,8148659,8150197,7347221,31.624628,80.575265
8500,4644518,1938861,549481,3810467,8148365,8149912,7346669,31.644770,80.590524
8510,4644502,1938985,549411,3810434,8148672,8149956,7347095,31.644770,80.578317
8520,4644355,1938670,549427,3810431,8148663,8149752,7346731,31.705196,80.572213
8530,4644075,1938565,549465,3810481,8148382,8149779,7346887,31.664912,80.592050
8540,4643948,1938678,549479,3810596,8148687,8149971,7346683,31.644770,80.553902
8550,4643921,1938794,549487,3810384,8148583,8149960,7347026,31.644770,80.553902
8560,4643717,1938764,549485,3810357,8148476,8149648,7347055,31.725338,80.573739
8570,4643579,1938562,549429,3810493,8148338,8149715,7346838,31.644770,80.541695
8580,4643371,1938354,549451,3810382,8148498,8149739,7347085,31.685054,80.534066
8590,4643417,1938423,549397,3810228,8148493,8149934,7346909,31.725338,80.524910
8600,4642989,1938354,549396,3810407,8148471,8149737,7347035,31.624628,80.526436
8610,4643192,1938433,549426,3810247,8148234,8149892,7347136,31.664912,80.506600
8620,4642850,1938182,549415,3810452,8148460,8149913,7347305,31.624628,80.526436
8630,4642841,1938009,549439,3810326,8148557,8149874,7347375,31.644770,80.517281
8640,4642749,1938140,549453,3810525,8148589,8149901,7347316,31.664912,80.494392
8650,4642427,1938097,549455,3810501,8148753,8149709,7347676,31.685054,80.460822
8660,4642266,1938095,549434,3810163,8148540,8149692,7347837,31.624628,80.477607
8670,4642249,1937940,549380,3810662,8148805,8150029,7347911,31.685054,80.485237
8680,4642016,1937745,549470,3810196,8148229,8149454,7348011,31.685054,80.460822
8690,4641760,1937902,549424,3809977,8148549,8149846,7348640,31.685054,80.485237
8700,4641766,1937680,549448,3810408,8148368,8149841,7348389,31.584344,80.436408
8710,4641607,1937686,549460,3810487,8148515,8149950,7348226,31.624628,80.416571
8720,4641727,1937493,549424,3810434,8148422,8149842,7347508,31.664912,80.469978
8730,4641546,1937602,549459,3810219,8148513,8149890,7347829,31.664912,80.433356
8740,4641366,1937482,549460,3810517,8148973,8150050,7347771,31.604486,80.463874
8750,4641461,1937653,549405,3810357,8148131,8149725,7347695,31.685054,80.460822
8760,4641152,1937474,549477,3810485,8148503,8149830,7347856,31.745480,80.430304
8770,4640858,1937260,549407,3810195,8148526,8150106,7348181,31.664912,80.421149
8780,4640724,1937355,549426,3810386,8148419,8149634,7347062,31.705196,80.413519
8790,4640780,1937199,549465,3810495,8148891,8149877,7347790,31.644770,80.383001
8800,4640894,1937265,549489,3810366,8148608,8149824,7347705,31.685054,80.399786
8810,4640513,1937054,549405,3810398,8148730,8150052,7348510,31.664912,80.408942
8820,4640223,1937050,549446,3810274,8148548,8149837,7348393,31.624628,80.416571
8830,4640249,1937129,549449,3810169,8148655,8149706,7348685,31.664912,80.408942
8840,4640133,1937028,549394,3810097,8148476,8149844,7348917,31.664912,80.396735
8850,4640030,1937056,549438,3810178,8148543,8149754,7348476,31.624628,80.392157
8860,4639837,1936799,549401,3810204,8148251,8149636,7349009,31.644770,80.419623
8870,4639745,1936705,549400,3810203,8148561,8149808,7349118,31.664912,80.384527
8880,4639640,1936802,549432,3810319,8148300,8149670,7348793,31.685054,80.387579
8890,4639555,1936820,549423,3810323,8148684,8149854,7349171,31.644770,80.383001
8900,4639766,1936919,549459,3810010,8148170,8149567,7348614,31.664912,80.347906
8910,4639220,1936707,549458,3810350,8148450,8149958,7348814,31.685054,80.387579
8920,4638925,1936706,549388,3810492,8148515,8149578,7348643,31.624628,80.355535
8930,4639163,1936484,549415,3810598,8148456,8149864,7349187,31.685054,80.387579
8940,4638825,1936519,549427,3810318,8148826,8149900,7349023,31.705196,80.389105
8950,4638942,1936500,549454,3810586,8148713,8150097,7349162,31.644770,80.370794
8960,4638690,1936436,549405,3810422,8148649,8149855,7348896,31.664912,80.347906
8970,4638405,1936435,549463,3810341,8148819,8150186,7348639,31.644770,80.358587
8980,4638294,1936801,549453,3810658,8148406,8149777,7348259,31.705196,80.328069
8990,4638221,1936522,549378,3810327,8148486,8149796,7348462,31.725338,80.354009
9000,4638166,1936330,549398,3810386,8148270,8149485,7348490,31.604486,80.366217
9010,4638108,1936195,549400,3810562,8148655,8149978,7348835,31.705196,80.328069
9020,4638072,1935972,549408,3810202,8148420,8149923,7348984,31.584344,80.326543
9030,4637869,1935978,549407,3810301,8148538,8150173,7349240,31.644770,80.334173
9040,4637716,1935948,549405,3810605,8148364,8149792,7348837,31.664912,80.311284
9050,4637591,1935952,549431,3810592,8148744,8150101,7348886,31.624628,80.343328
9060,4637706,1935809,549423,3810327,8148490,8149629,7349125,31.644770,80.309758
9070,4637486,1935499,549435,3810422,8148967,8150190,7348937,31.644770,80.309758
9080,4637289,1935624,549455,3810652,8148353,8149618,7348499,31.664912,80.311284
9090,4637292,1935870,549418,3810362,8148780,8150065,7349244,31.604486,80.305180
9100,4637120,1935594,549434,3810370,8148406,8149948,7349146,31.685054,80.314336
9110,4636904,1935668,549385,3810124,8148730,8150069,7349415,31.664912,80.299077
9120,4637154,1935648,549416,3810233,8148427,8149478,7349414,31.604486,80.305180
9130,4636856,1935445,549401,3810307,8148545,8149969,7349484,31.685054,80.289921
9140,4636709,1935465,549445,3810679,8148833,8150200,7349040,31.664912,80.286870
9150,4636226,1935116,549440,3810287,8148470,8149845,7349127,31.624628,80.294499
9160,4636321,1935116,549451,3810234,8148528,8149722,7348636,31.705196,80.267033
9170,4636403,1935009,549448,3810207,8148402,8149928,7348944,31.644770,80.285344
9180,4636323,1935032,549448,3810410,8148840,8149923,7349556,31.624628,80.257877
9190,4636142,1935134,549428,3810155,8148692,8149911,7349951,31.685054,80.265507
9200,4636046,1935151,549449,3810233,8148630,8149954,7349568,31.685054,80.265507
9210,4635986,1934888,549412,3810466,8148756,8150280,7349746,31.664912,80.262455
9220,4636064,1934932,549395,3810361,8148792,8149939,7349460,31.644770,80.260929
9230,4635614,1934818,549391,3810280,8148804,8149995,7349593,31.544060,80.238041
9240,4635497,1934783,549377,3810480,8148561,8149917,7349183,31.604486,80.244144
9250,4635259,1934612,549378,3810225,8148486,8150092,7349229,31.624628,80.233463
9260,4635373,1934514,549414,3810278,8148395,8149919,7349514,31.664912,80.225834
9270,4635351,1934577,549384,3810556,8148701,8149945,7349576,31.685054,80.241093
9280,4634970,1934470,549419,3810366,8148592,8149833,7349731,31.664912,80.225834
9290,4634878,1934336,549360,3810269,8148767,8150035,7349680,31.624628,80.209049
9300,4634838,1934390,549416,3810185,8148348,8149776,7349849,31.685054,80.204471
9310,4634740,1934328,549386,3810275,8148605,8149632,7350005,31.644770,80.212100
9320,4634649,1934406,549412,3810500,8148936,8150115,7349515,31.644770,80.199893
9330,4634505,1934205,549411,3810342,8148570,8149837,7349493,31.584344,80.192264
9340,4634382,1934078,549422,3810298,8148669,8149699,7349814,31.624628,80.196841
9350,4634164,1933891,549407,3810593,8148259,8149794,7349606,31.584344,80.192264
9360,4634019,1933944,549429,3810367,8148345,8149885,7349375,31.624628,80.196841
9370,4634118,1933879,549405,3810254,8148859,8150219,7350194,31.644770,80.187686
9380,4633909,1933801,549467,3810581,8148381,8149697,7350106,31.584344,80.167849
9390,4633891,1933900,549382,3810771,8148772,8149880,7350737,31.624628,80.184634
9400,4633689,1933885,549440,3810482,8148338,8149706,7350581,31.664912,80.152590
9410,4633441,1933575,549433,3810582,8148387,8149629,7350027,31.664912,80.177005
9420,4633600,1933569,549440,3810517,8148793,8149872,7350209,31.644770,80.163272
9430,4633237,1933258,549399,3810402,8148520,8149904,7350205,31.644770,80.138857
9440,4633275,1933235,549467,3810393,8148920,8150007,7350242,31.664912,80.140383
9450,4633066,1933062,549450,3810445,8148779,8150017,7350070,31.564202,80.141909
9460,4632989,1933096,549441,3810528,8148683,8149903,7350116,31.745480,80.137331
9470,4632734,1933045,549367,3810036,8148158,8149899,7350400,31.624628,80.123598
9480,4632631,1932994,549392,3810397,8148493,8149696,7350357,31.584344,80.131228
9490,4632528,1932985,549437,3810080,8148468,8149869,7350509,31.604486,80.097658
9500,4632364,1932940,549406,3810383,8148637,8150163,7350670,31.685054,80.131228
9510,4632303,1932911,549378,3810088,8148721,8149801,7351036,31.624628,80.111391
9520,4632085,1932842,549331,3810198,8148399,8149995,7350916,31.705196,80.144961
9530,4631972,1932636,549370,3810051,8148438,8149936,7350863,31.664912,80.140383
9540,4631894,1932591,549364,3810334,8148706,8149864,7351210,31.584344,80.106813
9550,4631932,1932521,549363,3810275,8148645,8149991,7351068,31.624628,80.111391
9560,4631852,1932486,549339,3810114,8148619,8149873,7351248,31.624628,80.111391
9570,4631611,1932534,549403,3809901,8148661,8149925,7351146,31.664912,80.091554
9580,4631667,1932500,549405,3810221,8148439,8149718,7351654,31.584344,80.045777
9590,4631542,1932386,549424,3809864,8148500,8149974,7351872,31.644770,80.065614
9600,4631493,1932386,549344,3810011,8148336,8149941,7351840,31.624628,80.074769
9610,4631258,1932422,549455,3810093,8148504,8149947,7351474,31.624628,80.062562
9620,4631229,1932130,549384,3810069,8148517,8149617,7351415,31.685054,80.070192
9630,4631073,1932011,549415,3810177,8148642,8149915,7351698,31.664912,80.030518
9640,4631045,1931902,549396,3810231,8148690,8150010,7351870,31.604486,80.048829
9650,4630786,1932116,549403,3810155,8148694,8149766,7352269,31.705196,80.059510
9660,4630676,1931846,549392,3810191,8148447,8149721,7352452,31.664912,80.030518
9670,4630780,1931849,549306,3810235,8148502,8149896,7352328,31.644770,80.016785
9680,4630498,1931658,549381,3810296,8148467,8149694,7352461,31.624628,80.001526
9690,4630434,1931692,549339,3810102,8148622,8149978,7352081,31.644770,80.016785
9700,4630402,1931455,549418,3810342,8148547,8149759,7351907,31.664912,80.030518
9710,4630185,1931375,549342,3810316,8148592,8150058,7352002,31.644770,79.992370
9720,4630137,1931140,549368,3810319,8148579,8149938,7351822,31.584344,79.972534
9730,4629923,1931317,549337,3810441,8148428,8149836,7351831,31.664912,79.981689
9740,4629912,1931476,549364,3810293,8148539,8149816,7351665,31.644770,80.004578
9750,4629539,1931209,549383,3810445,8148904,8150086,7351876,31.705196,79.998474
9760,4629643,1931093,549322,3810560,8148688,8149989,7351765,31.604486,79.975586
9770,4629537,1931080,549370,3810564,8148639,8150131,7351545,31.685054,79.960327
9780,4629325,1931071,549426,3810569,8148558,8150005,7351442,31.644770,79.943542
9790,4629509,1930972,549427,3810534,8148730,8149964,7351543,31.685054,79.935912
9800,4629220,1930979,549340,3810681,8148551,8149871,7351836,31.644770,79.967956
9810,4629225,1930862,549435,3810654,8148625,8149909,7352332,31.624628,79.952697
9820,4629029,1930781,549346,3810470,8148728,8149845,7351829,31.644770,79.943542
9830,4628620,1930851,549425,3810566,8148837,8149972,7351565,31.685054,79.948119
9840,4628595,1930724,549386,3810171,8148828,8149768,7351685,31.624628,79.891661
9850,4628552,1930596,549436,3810319,8148530,8150015,7351678,31.664912,79.908446
9860,4628449,1930772,549350,3810467,8148633,8149810,7351690,31.624628,79.916075
9870,4628176,1930698,549377,3810132,8148288,8149918,7352111,31.624628,79.879454
9880,4628182,1930741,549333,3810258,8148527,8149934,7352623,31.664912,79.932860
9890,4627982,1930371,549387,3810397,8148897,8150164,7352699,31.644770,79.870298
9900,4628037,1930320,549363,3810169,8148375,8149659,7352753,31.685054,79.887083
9910,4627968,1930017,549396,3810060,8148500,8150159,7353412,31.685054,79.899290
9920,4627611,1930079,549424,3810364,8148617,8149684,7353064,31.584344,79.874876
9930,4627401,1930115,549434,3810344,8148533,8149926,7353098,31.584344,79.826047
9940,4627510,1930156,549364,3810217,8148050,8149648,7352418,31.644770,79.821469
9950,4627329,1930074,549362,3810322,8148679,8149924,7352646,31.644770,79.845884
9960,4627408,1930109,549393,3810412,8148555,8149841,7352677,31.664912,79.822995
9970,4627349,1929900,549394,3810121,8148520,8150087,7352583,31.644770,79.833677
9980,4626799,1929964,549378,3810193,8148533,8149692,7352868,31.604486,79.829099
9990,4626922,1929708,549354,3810419,8148395,8150051,7353178,31.664912,79.798581
10000,4626778,1929833,549327,3810384,8148779,8150151,7353341,31.624628,79.781796
10010,4626689,1929504,549339,3810233,8148507,8149970,7353158,31.644770,79.784848
10020,4626782,1929724,549425,3810301,8148458,8149820,7353119,31.644770,79.809262
10030,4626390,1929573,549398,3810238,8148575,8149750,7353175,31.705196,79.778744
10040,4626486,1929744,549324,3809893,8148637,8149978,7353240,31.705196,79.778744
10050,4626031,1929633,549409,3810363,8148326,8149796,7353009,31.664912,79.749752
10060,4626271,1929391,549359,3810423,8148309,8149647,7353422,31.624628,79.732967
10070,4625926,1929644,549321,3810197,8148657,8150012,7353644,31.685054,79.752804
10080,4625841,1929339,549391,3810125,8148324,8149829,7353012,31.644770,79.711604
10090,4625770,1929296,549372,3810434,8148821,8150020,7353173,31.624628,79.720760
10100,4625579,1929102,549400,3810515,8148432,8149584,7353123,31.624628,79.720760
10110,4625642,1929118,549394,3810287,8148769,8149940,7353218,31.604486,79.670405
10120,4625556,1929051,549402,3810346,8148317,8149673,7352850,31.584344,79.679561
10130,4625193,1928968,549332,3809867,8148395,8149816,7353300,31.624628,79.684138
10140,4625179,1928756,549373,3810157,8148315,8149793,7353115,31.604486,79.658198
10150,4625037,1928872,549352,3810227,8148444,8149744,7352967,31.644770,79.662776
10160,4624896,1928861,549335,3810131,8148377,8149662,7353033,31.624628,79.635309
10170,4624798,1928681,549394,3810167,8148546,8149746,7353401,31.644770,79.638361
10180,4624585,1928620,549355,3810075,8148321,8149690,7353303,31.664912,79.639887
10190,4624555,1928548,549333,3810233,8148762,8150198,7353935,31.685054,79.630732
10200,4624577,1928654,549371,3810265,8148251,8149689,7353225,31.685054,79.606317
10210,4624459,1928259,549333,3810123,8148667,8149975,7353469,31.624628,79.598688
10220,4624413,1928415,549319,3809987,8148173,8149928,7353642,31.624628,79.598688
10230,4624226,1928401,549370,3810477,8148730,8150117,7353712,31.685054,79.606317
10240,4623976,1928350,549373,3810376,8148722,8150190,7353735,31.624628,79.574273
10250,4624054,1928244,549346,3809962,8148521,8149794,7353582,31.644770,79.540703
10260,4623879,1927902,549319,3809900,8148180,8149813,7353560,31.584344,79.545281
10270,4623926,1927972,549465,3809927,8148952,8149941,7354011,31.564202,79.519341
10280,4623635,1928005,549382,3809984,8148371,8149740,7354266,31.624628,79.574273
10290,4623741,1928100,549385,3810122,8148864,8150180,7354012,31.584344,79.508659
10300,4623387,1927886,549394,3810087,8148386,8149814,7353596,31.644770,79.491875
10310,4623073,1927748,549302,3809735,8148532,8149845,7353687,31.644770,79.491875
10320,4623311,1927940,549313,3809766,8148396,8149681,7353402,31.685054,79.533074
10330,4623353,1927699,549325,3809617,8148599,8149647,7353345,31.664912,79.468986
10340,4623006,1927632,549274,3809564,8148594,8149998,7354045,31.685054,79.484245
10350,4622785,1927563,549402,3809744,8148548,8149813,7354540,31.604486,79.450675
10360,4622773,1927595,549314,3809349,8148539,8149992,7354515,31.644770,79.430838
10370,4622788,1927493,549403,3809429,8148551,8149620,7354588,31.624628,79.439994
10380,4622738,1927537,549394,3809753,8148367,8149761,7354331,31.604486,79.462882
10390,4622391,1927491,549347,3809965,8148467,8149644,7354327,31.644770,79.430838
10400,4622334,1927540,549293,3809764,8148628,8149968,7354447,31.644770,79.406424
10410,4622099,1927386,549386,3809755,8148352,8149721,7354949,31.664912,79.432364
10420,4621862,1927241,549323,3809949,8148366,8149691,7354544,31.624628,79.391165
10430,4621984,1927283,549355,3809949,8148412,8149537,7355191,31.664912,79.359121
10440,4621826,1927227,549310,3810021,8148514,8149597,7355136,31.725338,79.401846
10450,4621728,1927151,549290,3809825,8148359,8150019,7354681,31.584344,79.337758
10460,4621740,1927108,549343,3810049,8148345,8149773,7355279,31.664912,79.346914
10470,4621514,1927093,549343,3809903,8148665,8149811,7354952,31.584344,79.337758
10480,4621577,1927069,549306,3809748,8148727,8149825,7354898,31.584344,79.337758
10490,4621384,1926925,549373,3809858,8148558,8149696,7355084,31.644770,79.333181
10500,4621147,1926795,549301,3809882,8148480,8149988,7354697,31.564202,79.311818
10510,4621000,1926800,549310,3809511,8148526,8149816,7355304,31.584344,79.325551
10520,4620892,1926705,549260,3809859,8148250,8149642,7355240,31.584344,79.301137
10530,4620896,1926746,549341,3809630,8148425,8149944,7355034,31.685054,79.301137
10540,4620758,1926644,549278,3809785,8148728,8149757,7355063,31.604486,79.291981
10550,4620539,1926517,549323,3809768,8148510,8149838,7354916,31.624628,79.232471
10560,4620523,1926547,549331,3809368,8148410,8149759,7355454,31.544060,79.249256
10570,4620438,1926521,549320,3809676,8148545,8150057,7355662,31.604486,79.255360
10580,4620228,1926540,549360,3809497,8148489,8149721,7355450,31.624628,79.269093
10590,4620337,1926486,549380,3809542,8148890,8149984,7356235,31.664912,79.224842
10600,4620092,1926506,549354,3809645,8148549,8149741,7355469,31.644770,79.211109
10610,4620138,1926462,549298,3809386,8148680,8149939,7355825,31.644770,79.223316
10620,4619879,1926289,549309,3809574,8148421,8149578,7355459,31.584344,79.203479
10630,4619858,1926245,549359,3809589,8148696,8150051,7355287,31.604486,79.206531
10640,4619795,1926243,549362,3809624,8148358,8149779,7354766,31.584344,79.179065
10650,4619630,1926214,549346,3809507,8148780,8149991,7355284,31.664912,79.200427
10660,4619392,1926035,549307,3809538,8148510,8149681,7355515,31.664912,79.176013
10670,4619399,1925958,549367,3809790,8148673,8150133,7355306,31.584344,79.166857
10680,4619251,1925860,549309,3809599,8148536,8149880,7355309,31.564202,79.177539
10690,4619214,1925764,549355,3809931,8148870,8150171,7355348,31.544060,79.163806
10700,4619176,1925885,549375,3809847,8148569,8150117,7355499,31.685054,79.166857
10710,4618892,1925979,549343,3810029,8148600,8149698,7355135,31.644770,79.150072
10720,4619049,1925970,549381,3809861,8148813,8149798,7355192,31.644770,79.150072
10730,4618710,1925652,549376,3809782,8148777,8150024,7355503,31.644770,79.150072
10740,4618668,1925695,549365,3809636,8148863,8150068,7355226,31.644770,79.113451
10750,4618769,1925681,549394,3809626,8148722,8150179,7355777,31.624628,79.122606
10760,4618654,1925558,549366,3809885,8148781,8150203,7355894,31.644770,79.089036
10770,4618291,1925683,549324,3809572,8148556,8149928,7355720,31.624628,79.098192
